prac_numbers,numbers,thisN,thisTrialN,thisRepN,practicenumbers_resp.keys,practicenumbers_resp.rt,practicenumbers_resp.duration,monitornumbers_resp.keys,monitornumbers_resp.rt,monitornumbers_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,welcome.started,welcome_words.started,cont_space.started,welcome.stopped,cont_space.keys,cont_space.rt,cont_space.duration,welcome2.started,instruction_preconsent.started,cont_space2.started,welcome2.stopped,cont_space2.keys,cont_space2.rt,cont_space2.duration,consent.started,text.started,key_resp_2.started,consent.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,consent2.started,text_5.started,key_resp_9.started,consent2.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,conset3.started,text_7.started,key_resp.started,conset3.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions1.started,text_2.started,key_resp_3.started,instructions1.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practicenumbers.started,practicenumbers_resp.started,practice.stopped,trials.practicenumbers_resp.keys,trials.practicenumbers_resp.rt,trials.practicenumbers_resp.duration,instructions2.started,text_4.started,key_resp_6.started,instructions2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,monitor.started,monitornumbers.started,monitornumbers_resp.started,monitor.stopped,trials_2.monitornumbers_resp.keys,trials_2.monitornumbers_resp.rt,trials_2.monitornumbers_resp.duration,end_task.started,text_6.started,key_resp_7.started,text_6.stopped,participant,session,date,expName,psychopyVersion,expStart,
0,1,48,48,0,,,,['3'],[0.18128900000010617],[0.12857975000224542],,,,,0,48,48,48,94.10430312500102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.09699433299829,94.10430312500102,94.10430312500102,94.59252237499459,['3'],[0.18128900000010617],[0.12857975000224542],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,49,49,0,,,,None,,,,,,,0,49,49,49,94.60439804199268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.59684870799538,94.60439804199268,94.60439804199268,95.09267129200452,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,50,50,0,,,,"['7', '8']","[0.08353891700971872, 0.1532066250074422]","[0.03260754198709037, 0.16428879200248048]",,,,,0,50,50,50,95.10448204199201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.09708274999866,95.10448204199201,95.10448204199201,95.59309049999865,"['7', '8']","[0.08353891700971872, 0.1532066250074422]","[0.03260754198709037, 0.16428879200248048]",,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,51,51,0,,,,['4'],[0.22548012499464676],[0.1054861660086317],,,,,0,51,51,51,95.60529700000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.59761174999585,95.60529700000188,95.60529700000188,96.09275724999316,['4'],[0.22548012499464676],[0.1054861660086317],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,52,52,0,,,,None,,,,,,,0,52,52,52,96.1045454999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.09746429200459,96.1045454999985,96.1045454999985,96.59297737499583,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,53,53,0,,,,None,,,,,,,0,53,53,53,96.60418875000323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.59684179199394,96.60418875000323,96.60418875000323,97.09265104199585,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,54,54,0,,,,['8'],[0.1760012500017183],[0.11212370799330529],,,,,0,54,54,54,97.10423224999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09631170799548,97.10423224999977,97.10423224999977,97.59286020799482,['8'],[0.1760012500017183],[0.11212370799330529],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,55,55,0,,,,None,,,,,,,0,55,55,55,97.60467429200071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.59709745799773,97.60467429200071,97.60467429200071,98.09274437499698,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,56,56,0,,,,None,,,,,,,0,56,56,56,98.10416550000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09668854200572,98.10416550000082,98.10416550000082,98.59246733300097,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,57,57,0,,,,['4'],[0.11782887499430217],[0.13275729201268405],,,,,0,57,57,57,98.60406304200296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.59604816700448,98.60406304200296,98.60406304200296,99.09284479200142,['4'],[0.11782887499430217],[0.13275729201268405],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,58,58,0,,,,None,,,,,,,0,58,58,58,99.10439191700425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.097509291998,99.10439191700425,99.10439191700425,99.5930701670004,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,59,59,0,,,,None,,,,,,,0,59,59,59,99.60479899999336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59745274999295,99.60479899999336,99.60479899999336,100.0926713749941,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,60,60,0,,,,None,,,,,,,0,60,60,60,100.1043346249935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.09620708299917,100.1043346249935,100.1043346249935,100.59257058300136,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,5,61,61,0,,,,None,,,,,,,0,61,61,61,100.60392566700466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.59566916699987,100.60392566700466,100.60392566700466,101.09264116699342,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,62,62,0,,,,['4'],[0.006515499990200624],[0.11295079199771862],,,,,0,62,62,62,101.10421012500592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.09655412500433,101.10421012500592,101.10421012500592,101.59271791699575,['4'],[0.006515499990200624],[0.11295079199771862],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,9,63,63,0,,,,None,,,,,,,0,63,63,63,101.6040531250037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.59630662499694,101.6040531250037,101.6040531250037,102.09238220799307,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,64,64,0,,,,['9'],[0.28790754100191407],[0.13874770900292788],,,,,0,64,64,64,102.1090378749941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0937586670043,102.1090378749941,102.1090378749941,102.59241262500291,['9'],[0.28790754100191407],[0.13874770900292788],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,65,65,0,,,,None,,,,,,,0,65,65,65,102.60300937500142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.59517087499262,102.60300937500142,102.60300937500142,103.09253712500504,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,66,66,0,,,,['4'],[0.006912084005307406],[0.04464929099776782],,,,,0,66,66,66,103.10477212499245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.09762349999801,103.10477212499245,103.10477212499245,103.59281079200446,['4'],[0.006912084005307406],[0.04464929099776782],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,67,67,0,,,,['3'],[0.22411187500983942],[0.2003792909963522],,,,,0,67,67,67,103.6054907499929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.59747095800412,103.6054907499929,103.6054907499929,104.09272512499592,['3'],[0.22411187500983942],[0.2003792909963522],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,68,68,0,,,,['7'],[0.2529840420029359],[0.14042270799109247],,,,,0,68,68,68,104.10430629199254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.09688412499963,104.10430629199254,104.10430629199254,104.59290062499349,['7'],[0.2529840420029359],[0.14042270799109247],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,69,69,0,,,,None,,,,,,,0,69,69,69,104.6051070829999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.59759537500213,104.6051070829999,104.6051070829999,105.09308095800225,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,70,70,0,,,,['8'],[0.11691374999645632],[0.10819033300504088],,,,,0,70,70,70,105.10562570800539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0970950829942,105.10562570800539,105.10562570800539,105.59303575000376,['8'],[0.11691374999645632],[0.10819033300504088],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,71,71,0,,,,['3'],[0.17058379200170748],[0.11981316600576974],,,,,0,71,71,71,105.6049221669964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.59715070799575,105.6049221669964,105.6049221669964,106.09294641700399,['3'],[0.17058379200170748],[0.11981316600576974],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,72,72,0,,,,"['8', '7']","[0.34759112499887124, 0.42477479099761695]","[0.08448337500158232, None]",,,,,0,72,72,72,106.10458050000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.09743933299615,106.10458050000307,106.10458050000307,106.59243479199358,"['8', '7']","[0.34759112499887124, 0.42477479099761695]","[0.08448337500158232, None]",,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,73,73,0,,,,None,,,,,,,0,73,73,73,106.60407991700049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.59589066699846,106.60407991700049,106.60407991700049,107.09245954199287,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,74,74,0,,,,None,,,,,,,0,74,74,74,107.10323875000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.09523083300155,107.10323875000176,107.10323875000176,107.59279241699551,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,75,75,0,,,,None,,,,,,,0,75,75,75,107.6040498749935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59638491699297,107.6040498749935,107.6040498749935,108.09271020800225,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,76,76,0,,,,None,,,,,,,0,76,76,76,108.10421599999245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.09654079200118,108.10421599999245,108.10421599999245,108.59287274999951,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,77,77,0,,,,None,,,,,,,0,77,77,77,108.60478583299846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.59745933300292,108.60478583299846,108.60478583299846,109.09289483299654,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,78,78,0,,,,['4'],[0.17055270800483413],[0.15195670899993274],,,,,0,78,78,78,109.10605333300191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.09765904200322,109.10605333300191,109.10605333300191,109.59279262500058,['4'],[0.17055270800483413],[0.15195670899993274],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,9,79,79,0,,,,None,,,,,,,0,79,79,79,109.60438345800503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.59632354200585,109.60438345800503,109.60438345800503,110.09261641699413,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,80,80,0,,,,['9'],[0.057138250005664304],[0.10823974999948405],,,,,0,80,80,80,110.10398670799623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09692112500488,110.10398670799623,110.10398670799623,110.59271679200174,['9'],[0.057138250005664304],[0.10823974999948405],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,81,81,0,,,,['9'],[0.4344520840095356],[None],,,,,0,81,81,81,110.60449441699893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.59716274999664,110.60449441699893,110.60449441699893,111.09258295799373,['9'],[0.4344520840095356],[None],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,82,82,0,,,,['4'],[0.027900750006665476],[0.09315137499652337],,,,,0,82,82,82,111.10575220799365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.09549566700298,111.10575220799365,111.10575220799365,111.59259404199838,['4'],[0.027900750006665476],[0.09315137499652337],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,83,83,0,,,,None,,,,,,,0,83,83,83,111.60302354200394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.59538366699417,111.60302354200394,111.60302354200394,112.09266724999179,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,84,84,0,,,,['8'],[0.03176704200450331],[0.10035620800044853],,,,,0,84,84,84,112.10518825000327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.09691262499837,112.10518825000327,112.10518825000327,112.59278520800581,['8'],[0.03176704200450331],[0.10035620800044853],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,85,85,0,,,,None,,,,,,,0,85,85,85,112.60384466699907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.59586345800199,112.60384466699907,112.60384466699907,113.09274858300341,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,86,86,0,,,,['4'],[0.02997599999071099],[0.09344574999704491],,,,,0,86,86,86,113.10417175000475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.09670291699877,113.10417175000475,113.10417175000475,113.59259537499747,['4'],[0.02997599999071099],[0.09344574999704491],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,5,87,87,0,,,,None,,,,,,,0,87,87,87,113.60428937499819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.59587345800537,113.60428937499819,113.60428937499819,114.09320254200429,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,88,88,0,,,,['5'],[0.08045875000243541],[None],,,,,0,88,88,88,114.10457279199909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.096662750002,114.10457279199909,114.10457279199909,114.59285308299877,['5'],[0.08045875000243541],[None],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,89,89,0,,,,None,,,,,,,0,89,89,89,114.60548874999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.59765737499401,114.60548874999222,114.60548874999222,115.09279629199591,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,90,90,0,,,,['8'],[0.0788644580024993],[0.10253570800705347],,,,,0,90,90,90,115.10450391699851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.09700333299406,115.10450391699851,115.10450391699851,115.59293987500132,['8'],[0.0788644580024993],[0.10253570800705347],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,91,91,0,,,,['8'],[0.4702675839944277],[None],,,,,0,91,91,91,115.6039896250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.59622116699757,115.6039896250004,115.6039896250004,116.0892114169983,['8'],[0.4702675839944277],[None],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,92,92,0,,,,None,,,,,,,0,92,92,92,116.1092660419963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.09177433299192,116.1092660419963,116.1092660419963,116.59302874999412,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,9,93,93,0,,,,None,,,,,,,0,93,93,93,116.60829995799577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.59587683300197,116.60829995799577,116.60829995799577,117.09258729200519,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,94,94,0,,,,['9'],[0.14611095799773466],[0.1449938340083463],,,,,0,94,94,94,117.10942700000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.09420649999811,117.10942700000305,117.10942700000305,117.59257216699189,['9'],[0.14611095799773466],[0.1449938340083463],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,95,95,0,,,,None,,,,,,,0,95,95,95,117.60432975000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5969729579956,117.60432975000003,117.60432975000003,118.09253949999402,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,96,96,0,,,,['8'],[0.02441529200586956],[0.14390774999628775],,,,,0,96,96,96,118.10312495799735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.09543775000202,118.10312495799735,118.10312495799735,118.59260170800553,['8'],[0.02441529200586956],[0.14390774999628775],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,97,97,0,,,,['4'],[0.13794800000323448],[0.18051820900291204],,,,,0,97,97,97,118.60657524999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.59878162499808,118.60657524999988,118.60657524999988,119.09268545800296,['4'],[0.13794800000323448],[0.18051820900291204],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,98,98,0,,,,None,,,,,,,0,98,98,98,119.10408241700497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.09631279199675,119.10408241700497,119.10408241700497,119.59298770800524,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,99,99,0,,,,None,,,,,,,0,99,99,99,119.60450899999705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5959715420031,119.60450899999705,119.60450899999705,120.09266058300273,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,100,100,0,,,,None,,,,,,,0,100,100,100,120.1044659170002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.09675454199896,120.1044659170002,120.1044659170002,120.59276791699813,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,101,101,0,,,,None,,,,,,,0,101,101,101,120.60451491699496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.59713654199732,120.60451491699496,120.60451491699496,121.09271591699508,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,2,102,102,0,,,,['8'],[0.006833749997895211],[0.0979424580000341],,,,,0,102,102,102,121.10395562500344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.09640087500156,121.10395562500344,121.10395562500344,121.59217854199233,['8'],[0.006833749997895211],[0.0979424580000341],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,9,103,103,0,,,,['4'],[0.26728770800400525],[0.09283716700156219],,,,,0,103,103,103,121.60407225000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.59579150000354,121.60407225000381,121.60407225000381,122.0925569999963,['4'],[0.26728770800400525],[0.09283716700156219],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,1,104,104,0,,,,['9'],[0.14278399999602698],[0.08389949999400415],,,,,0,104,104,104,122.10419895799714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.09600562500418,122.10419895799714,122.10419895799714,122.59266091699828,['9'],[0.14278399999602698],[0.08389949999400415],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,8,105,105,0,,,,None,,,,,,,0,105,105,105,122.70705804199679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.70114387500507,122.70705804199679,122.70705804199679,123.09320791700156,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,3,106,106,0,,,,['8'],[0.15553274999547284],[0.08850095800880808],,,,,0,106,106,106,123.10389341699192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.09645404199546,123.10389341699192,123.10389341699192,123.59278966700367,['8'],[0.15553274999547284],[0.08850095800880808],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,7,107,107,0,,,,['3'],[0.3529442500002915],[None],,,,,0,107,107,107,123.60324608300289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.59533404199465,123.60324608300289,123.60324608300289,124.09256662499683,['3'],[0.3529442500002915],[None],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,6,108,108,0,,,,['7'],[0.43124120800348464],[None],,,,,0,108,108,108,124.10662525000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.09612862499489,124.10662525000225,124.10662525000225,124.59247516699543,['7'],[0.43124120800348464],[None],,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
0,4,109,109,0,,,,None,,,,,,,0,109,109,109,124.60335791700345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.59515258300235,124.60335791700345,124.60335791700345,125.09239645799971,None,,,,,,,111111,001,2025-02-17_16h23.10.329,dg_noaudio,2024.2.1,2025-02-17 16h23.42.076147 -0500,
